Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,GUNDALA,KACHANNA PALLY-GUN,2,COMMERCIAL,38,31,4379.0,80.96
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,GUNDALA,KICHANA PALLY-GU,2,COMMERCIAL,1,0,0.0,1.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,GUNDALA,LINGA GUDEM-GUN,2,COMMERCIAL,5,4,97.0,5.16
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,GUNDALA,M.NARASAPURAM-GU,2,COMMERCIAL,1,1,0.0,1.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,GUNDALA,MAMAKANNU-GUN,2,COMMERCIAL,14,11,1923.0,22.837
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,GUNDALA,MARKODU-GUN,2,COMMERCIAL,71,70,4904.0,113.58
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,GANDUGULAPALLY,NAIDUPETA,2,COMMERCIAL,13,10,4422.0,39.22
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,GANDUGULAPALLY,NALLIVARIGUDEM,2,COMMERCIAL,1,1,26.0,1.0
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,GANDUGULAPALLY,RAMACHANDRAPURA,2,COMMERCIAL,1,1,21.0,2.0
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,GANDUGULAPALLY,REDYALAPADU,2,COMMERCIAL,5,4,72.0,4.24
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,GANDUGULAPALLY,SEETHARAMPURAM,2,COMMERCIAL,5,5,114.0,2.72
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,GANDUGULAPALLY,SRIRAMPURAM,2,COMMERCIAL,35,29,1975.0,58.15
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,GANDUGULAPALLY,TATISUBBANNAGUDEM,2,COMMERCIAL,2,2,9.0,2.0
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,GANDUGULAPALLY,TOTTI PAMPU,2,COMMERCIAL,4,2,23.0,3.36
BHADRADRI KOTHAGUDEM,PALONCHA,ASWARAOPETA,VINAYAKAPURAM,ANATHARAM,2,COMMERCIAL,26,25,2861.0,46.48
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY,MANZOORNAGAR,2,COMMERCIAL,456,436,72919.0,1393.61
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY,PEDDAKUNTAPALLY,2,COMMERCIAL,2,1,19.0,3.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY,PULLURI RAMAIAHPALLY,2,COMMERCIAL,158,139,24328.0,536.54
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY,SIGGAMPALLI-JANGED,2,COMMERCIAL,7,3,34.0,12.66
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY,VESHALAPALLI-JANGED,2,COMMERCIAL,22,18,733.0,86.899
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY RURAL,AMUDALAPALLY,2,COMMERCIAL,1,1,0.0,1.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY RURAL,AZAMNAGAR,2,COMMERCIAL,64,48,6301.0,102.112
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY RURAL,BHOWSINGHPALLY,2,COMMERCIAL,4,4,240.0,8.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY RURAL,DEEKSHAKUNTA,2,COMMERCIAL,10,9,582.0,14.68
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,RAMAKRISHNAPUR,EMPAID,2,COMMERCIAL,8,7,231.0,13.51
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,RAMAKRISHNAPUR,GARIMILLAPALLI,2,COMMERCIAL,42,31,6139.0,76.13
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,RAMAKRISHNAPUR,GUMMUDAVELLI,2,COMMERCIAL,3,2,2854.0,16.55
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,RAMAKRISHNAPUR,JOORMPALLY,2,COMMERCIAL,2,2,76.0,1.24
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,RAMAKRISHNAPUR,KUNDANPALLI,2,COMMERCIAL,14,14,292.0,16.49
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,RAMAKRISHNAPUR,MANDARONIPALLY,2,COMMERCIAL,6,6,2595.0,12.0
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,RAMAKRISHNAPUR,PANGIDIPALLI,2,COMMERCIAL,28,26,1166.0,42.8
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,RAMAKRISHNAPUR,PEDDAMPALLY,2,COMMERCIAL,3,2,8.0,4.0
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,RAMAKRISHNAPUR,RAGHAVAPUR II,2,COMMERCIAL,15,14,752.0,24.735
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,RAMAKRISHNAPUR,RAGHAVAREDDYPET,2,COMMERCIAL,41,38,1150.0,44.19
BHUPALAPALLY,MULUGU,ETURNAGARAM,ETURUNAGARAM,SHIVAPUR,2,COMMERCIAL,5,2,548.0,5.249
BHUPALAPALLY,MULUGU,ETURNAGARAM,ETURUNAGARAM,VEERAPUR,2,COMMERCIAL,1,1,10.0,1.0
BHUPALAPALLY,MULUGU,ETURNAGARAM,KAMALAPUR,AKINEPALLIMALLARAM,2,COMMERCIAL,13,12,3575.0,44.0
BHUPALAPALLY,MULUGU,ETURNAGARAM,KAMALAPUR,BALANNAGUDEM,2,COMMERCIAL,5,4,136.0,5.0
BHUPALAPALLY,MULUGU,ETURNAGARAM,KAMALAPUR,BRAHMANAPALLI,2,COMMERCIAL,15,13,525.0,26.75
BHUPALAPALLY,MULUGU,ETURNAGARAM,KAMALAPUR,BUCHAMPET,2,COMMERCIAL,18,17,407.0,17.5
BHUPALAPALLY,MULUGU,ETURNAGARAM,KAMALAPUR,CHANCHUPALLI,2,COMMERCIAL,10,8,3918.0,27.55
BHUPALAPALLY,MULUGU,ETURNAGARAM,KAMALAPUR,CHERPALLI,2,COMMERCIAL,50,38,3532.0,51.95
BHUPALAPALLY,MULUGU,ETURNAGARAM,KAMALAPUR,DEVANAGAR,2,COMMERCIAL,1,1,0.0,1.84
BHUPALAPALLY,MULUGU,MULUG,THADVAI,KANNEBOINAPALLY,2,COMMERCIAL,1,1,43.0,1.59
BHUPALAPALLY,MULUGU,MULUG,THADVAI,KATAPUR,2,COMMERCIAL,100,79,9210.0,141.76
BHUPALAPALLY,MULUGU,MULUG,THADVAI,KODSHALA,2,COMMERCIAL,2,2,181.0,16.0
BHUPALAPALLY,MULUGU,MULUG,THADVAI,LAVVALA,2,COMMERCIAL,1,1,0.0,4.0
BHUPALAPALLY,MULUGU,MULUG,THADVAI,MEDARAM,2,COMMERCIAL,107,96,18942.0,337.989
BHUPALAPALLY,MULUGU,MULUG,THADVAI,NARLAPUR,2,COMMERCIAL,51,39,3479.0,94.71
BHUPALAPALLY,MULUGU,MULUG,THADVAI,NARSAPUR P ANNARAM,2,COMMERCIAL,5,4,80.0,7.25
BHUPALAPALLY,MULUGU,MULUG,THADVAI,NARSINGAPUR,2,COMMERCIAL,4,4,126.0,8.0
HANUMAKONDA,HANAMKONDA/RURAL,HANAMKONDA(R),INAVOL,VENKATAPUR,2,COMMERCIAL,95,84,9421.0,141.429
HANUMAKONDA,HANAMKONDA/RURAL,HANAMKONDA(R),PANTHINI,CHINTHAKUNTAPALLY,2,COMMERCIAL,3,3,38.0,2.55
HANUMAKONDA,HANAMKONDA/RURAL,HANAMKONDA(R),PANTHINI,KAKKIRALAPALLI,2,COMMERCIAL,60,55,9860.0,119.24
HANUMAKONDA,HANAMKONDA/RURAL,HANAMKONDA(R),PANTHINI,MARIYAPUR,2,COMMERCIAL,32,22,10283.0,138.028
HANUMAKONDA,HANAMKONDA/RURAL,HANAMKONDA(R),PANTHINI,NANDANAM-1,2,COMMERCIAL,68,64,9276.0,152.273
HANUMAKONDA,HANAMKONDA/RURAL,HANAMKONDA(R),PANTHINI,PANTHANI,2,COMMERCIAL,174,153,18446.0,323.08
HANUMAKONDA,HANAMKONDA/RURAL,HANAMKONDA(R),PANTHINI,PERUMALAGUDEM,2,COMMERCIAL,12,11,358.0,15.577
HANUMAKONDA,HANAMKONDA/RURAL,HANAMKONDA(R),PANTHINI,PUNNEL,2,COMMERCIAL,102,90,35403.0,350.347
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,CHANDUPATLAWADA,2,COMMERCIAL,20,20,1686.0,28.1
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,CSI COLONY,2,COMMERCIAL,10,9,512.0,13.7
ADILABAD,UTNOOR,UTNOOR,UTNOOR,GANGANNAPET,2,COMMERCIAL,54,47,4203.0,93.184
ADILABAD,UTNOOR,UTNOOR,UTNOOR,GANGAPOOR(NEW),2,COMMERCIAL,4,4,402.0,9.968
ADILABAD,UTNOOR,UTNOOR,UTNOOR,GHANPOOR,2,COMMERCIAL,2,1,0.0,3.992
ADILABAD,UTNOOR,UTNOOR,UTNOOR,GOTTI,2,COMMERCIAL,1,1,0.0,3.0
ADILABAD,UTNOOR,UTNOOR,UTNOOR,HARAKAPOOR,2,COMMERCIAL,12,11,564.0,26.744
ADILABAD,UTNOOR,UTNOOR,UTNOOR,HASNAPUR,2,COMMERCIAL,69,43,10723.0,102.142
ADILABAD,UTNOOR,UTNOOR,UTNOOR,HEERAPUR,2,COMMERCIAL,6,2,324.0,17.534
ADILABAD,UTNOOR,UTNOOR,UTNOOR,HEERAPUR (B),2,COMMERCIAL,1,1,0.0,1.0
ADILABAD,UTNOOR,UTNOOR,UTNOOR,HEERAPUR (J),2,COMMERCIAL,1,0,0.0,3.2
ADILABAD,UTNOOR,UTNOOR,UTNOOR,JAITHURAMTANDA H/O N,2,COMMERCIAL,3,3,119.0,3.552
ADILABAD,UTNOOR,UTNOOR,UTNOOR,Jamalthanda,2,COMMERCIAL,2,2,0.0,3.3
ADILABAD,UTNOOR,UTNOOR,UTNOOR,KAMAIPET,2,COMMERCIAL,2,2,166.0,2.0
ADILABAD,UTNOOR,UTNOOR,UTNOOR,KANNAPUR,2,COMMERCIAL,1,1,0.0,1.0
ASIFABAD,ASIFABAD,ASIFABAD,WANKIDI,SAVATHI,2,COMMERCIAL,3,2,959.0,5.5
ASIFABAD,ASIFABAD,ASIFABAD,WANKIDI,SONAPUR,2,COMMERCIAL,3,3,441.0,5.0
ASIFABAD,ASIFABAD,ASIFABAD,WANKIDI,TEJAGUDA,2,COMMERCIAL,3,2,359.0,5.0
ASIFABAD,ASIFABAD,ASIFABAD,WANKIDI,TEJAPUR,2,COMMERCIAL,2,1,36.0,3.0
ASIFABAD,ASIFABAD,ASIFABAD,WANKIDI,VELGI,2,COMMERCIAL,4,4,977.0,3.5
ASIFABAD,ASIFABAD,ASIFABAD,WANKIDI,WANKIDI,2,COMMERCIAL,550,408,55259.0,848.82
ASIFABAD,ASIFABAD,ASIFABAD RURAL,JAINOOR,ADDESSARA,2,COMMERCIAL,2,2,0.0,6.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,JAINOOR,ASHAPALLI,2,COMMERCIAL,2,2,0.0,1.856
ASIFABAD,ASIFABAD,ASIFABAD RURAL,JAINOOR,BHUSIMATTA,2,COMMERCIAL,3,3,4510.0,21.0
ASIFABAD,ASIFABAD,ASIFABAD RURAL,JAINOOR,DABOLI,2,COMMERCIAL,3,3,0.0,7.0
ASIFABAD,SIRPUR KAGAZNAGAR,KAGAZNAGAR,DAHEGAOM,GERAVELLY,2,COMMERCIAL,21,20,3448.0,38.06
ASIFABAD,SIRPUR KAGAZNAGAR,KAGAZNAGAR,DAHEGAOM,GERRE  G,2,COMMERCIAL,4,3,174.0,4.95
ASIFABAD,SIRPUR KAGAZNAGAR,KAGAZNAGAR,DAHEGAOM,HETHINI,2,COMMERCIAL,27,25,961.0,45.87
ASIFABAD,SIRPUR KAGAZNAGAR,KAGAZNAGAR,DAHEGAOM,ITYAL,2,COMMERCIAL,17,16,2412.0,27.242
ASIFABAD,SIRPUR KAGAZNAGAR,KAGAZNAGAR,DAHEGAOM,JANDAGUDA,2,COMMERCIAL,1,1,32.0,2.0
ASIFABAD,SIRPUR KAGAZNAGAR,KAGAZNAGAR,DAHEGAOM,KALWADA,2,COMMERCIAL,27,24,1212.0,29.31
ASIFABAD,SIRPUR KAGAZNAGAR,KAGAZNAGAR,DAHEGAOM,KAMMAPUR,2,COMMERCIAL,3,3,608.0,9.0
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,THAZNAGAR,2,COMMERCIAL,2,2,62.0,3.97
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,THUMDI HETI,2,COMMERCIAL,16,15,2934.0,37.323
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,VEERADANDI,2,COMMERCIAL,7,5,641.0,16.715
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,VEERAVELLY,2,COMMERCIAL,3,3,466.0,3.975
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,VYGAOM,2,COMMERCIAL,1,1,80.0,1.8
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,KOWTALA,YAPALAGUDA,2,COMMERCIAL,1,1,0.0,0.975
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,SIRPUR - T,ACHELLY,2,COMMERCIAL,4,3,64.0,6.0
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,SIRPUR - T,BENGALI CAMP (SIRPUR-T),2,COMMERCIAL,3,3,28.0,2.876
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,SIRPUR - T,BHUPALAPATNAM,2,COMMERCIAL,7,6,1071.0,13.838
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,SIRPUR - T,CHEELAPELLI,2,COMMERCIAL,8,8,1347.0,12.24
ASIFABAD,SIRPUR KAGAZNAGAR,KOWTALA,SIRPUR - T,CHINTAKUNTA,2,COMMERCIAL,10,9,2059.0,23.99
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,MAHEDAVAPURAM,2,COMMERCIAL,5,4,153.0,7.48
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,MANGAVAI BADAVA,2,COMMERCIAL,2,0,0.0,6.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,MARAIGUDEM,2,COMMERCIAL,20,19,3320.0,33.72
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,MAREDUBAKA,2,COMMERCIAL,3,3,33.0,3.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,MULAKAPADU,2,COMMERCIAL,72,71,4590.0,129.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,MUSALIMADUGU -D,2,COMMERCIAL,5,4,55.0,5.18
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,NADIKUDI,2,COMMERCIAL,12,12,6153.0,28.48
BHADRADRI KOTHAGUDEM,BHADRACHALAM,CHERLA,DUMMUGUDEM,NARAYANARAO PETA,2,COMMERCIAL,1,1,53.0,1.26
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,PINAPAKA,TOKKUGUDEM <P>,2,COMMERCIAL,10,7,197.0,11.89
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,PINAPAKA,UPPAKA,2,COMMERCIAL,13,13,3025.0,30.06
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,PINAPAKA,VENKATESWARA PURAM,2,COMMERCIAL,2,2,40.0,2.0
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,PINAPAKA,VENKATRAO PETA,2,COMMERCIAL,6,5,161.0,10.69
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM,CHUNCHUPALLY,3 INCLINE-KR,2,COMMERCIAL,31,20,5034.0,70.981
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM,CHUNCHUPALLY,4-INCLINE-KR,2,COMMERCIAL,24,19,2311.0,39.811
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM,CHUNCHUPALLY,7 INCLINE-KR,2,COMMERCIAL,12,2,5.0,8.6
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM,CHUNCHUPALLY,ANANDA KHANI-KR,2,COMMERCIAL,7,3,134.0,13.42
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,SUJATHA NAGAR,NIMMALAGUDEM COLONY-KR,2,COMMERCIAL,3,1,0.0,2.24
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,SUJATHA NAGAR,OLD ANJANAPURAM,2,COMMERCIAL,6,6,275.0,8.98
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,SUJATHA NAGAR,RAGHAVA PURAM-KR,2,COMMERCIAL,23,21,466.0,29.92
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,SUJATHA NAGAR,RAMANNA PALEM-KR,2,COMMERCIAL,16,13,1278.0,23.34
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,SUJATHA NAGAR,RAMJI THANDA - KR,2,COMMERCIAL,1,1,0.0,1.0
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,SUJATHA NAGAR,RAMULA TANDA-KR,2,COMMERCIAL,3,3,55.0,3.18
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,KOTHAGUDEM RURAL,SUJATHA NAGAR,REDDY PALEM - KR,2,COMMERCIAL,1,1,0.0,1.0
BHUPALAPALLY,BHUPALAPALLY,BHOOPALPALLY,BHOOPALPALLY,MAHABOOBPALLY,2,COMMERCIAL,10,9,919.0,64.1
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,MOGULLAPALLY,RANGAPUR III,2,COMMERCIAL,43,35,1081.0,44.25
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,MOGULLAPALLY,VEMULAPALLI,2,COMMERCIAL,31,28,1486.0,56.69
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,MOGULLAPALLY,VOGADDUPALLY,2,COMMERCIAL,1,1,32.0,1.0
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,MOGULLAPALLY,YELLAREDDYPALLY,2,COMMERCIAL,13,12,625.0,22.15
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,RAMAKRISHNAPUR,ANKUSHAPUR TM,2,COMMERCIAL,23,23,1423.0,24.09
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,RAMAKRISHNAPUR,AREPALLY,2,COMMERCIAL,2,2,97.0,4.55
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,RAMAKRISHNAPUR,ASHIREDDY PALLY,2,COMMERCIAL,9,9,597.0,19.0
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,RAMAKRISHNAPUR,BANDAPALLI  V.PALLY,2,COMMERCIAL,4,4,1071.0,17.89
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,RAMAKRISHNAPUR,BORNAPALLI,2,COMMERCIAL,5,5,219.0,5.78
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,RAMAKRISHNAPUR,DUBBIYALA,2,COMMERCIAL,11,10,351.0,15.1
BHUPALAPALLY,BHUPALAPALLY,CHITYAL,RAMAKRISHNAPUR,DWARAKAPET  K.PALLY,2,COMMERCIAL,7,7,256.0,8.0
BHUPALAPALLY,MULUGU,ETURNAGARAM,ETURUNAGARAM,ILAPOOR,2,COMMERCIAL,4,4,165.0,4.72
BHUPALAPALLY,MULUGU,ETURNAGARAM,ETURUNAGARAM,KONDAI,2,COMMERCIAL,2,2,175.0,5.0
BHUPALAPALLY,MULUGU,ETURNAGARAM,ETURUNAGARAM,KOYAGUDEM,2,COMMERCIAL,14,12,427.0,12.47
BHUPALAPALLY,MULUGU,ETURNAGARAM,ETURUNAGARAM,MALYALA,2,COMMERCIAL,1,1,19.0,1.0
BHUPALAPALLY,MULUGU,ETURNAGARAM,ETURUNAGARAM,MULLAKATTA,2,COMMERCIAL,2,2,66.0,4.0
BHUPALAPALLY,MULUGU,ETURNAGARAM,ETURUNAGARAM,PAPKAPUR,2,COMMERCIAL,1,1,6.0,1.0
BHUPALAPALLY,MULUGU,ETURNAGARAM,ETURUNAGARAM,PEDDAVENKATAPUR,2,COMMERCIAL,2,0,0.0,50.0
BHUPALAPALLY,MULUGU,ETURNAGARAM,ETURUNAGARAM,RAMANNAGUDEM,2,COMMERCIAL,39,31,4314.0,54.19
BHUPALAPALLY,MULUGU,ETURNAGARAM,ETURUNAGARAM,ROHIR,2,COMMERCIAL,31,22,3397.0,55.99
BHUPALAPALLY,MULUGU,ETURNAGARAM,ETURUNAGARAM,SHANKARAJPALLI,2,COMMERCIAL,33,29,1223.0,33.799
BHUPALAPALLY,MULUGU,ETURNAGARAM,ETURUNAGARAM,SHAPALLI,2,COMMERCIAL,1,1,116.0,1.0
BHUPALAPALLY,MULUGU,MULUG,THADVAI,BAYYAKKAPET,2,COMMERCIAL,2,2,602.0,15.0
BHUPALAPALLY,MULUGU,MULUG,THADVAI,BEERELLI,2,COMMERCIAL,12,9,430.0,19.25
BHUPALAPALLY,MULUGU,MULUG,THADVAI,BHOOPATHIPURAM,2,COMMERCIAL,1,1,0.0,0.24
BHUPALAPALLY,MULUGU,MULUG,THADVAI,DAMERAVAI,2,COMMERCIAL,2,2,69.0,2.0
BHUPALAPALLY,MULUGU,MULUG,THADVAI,ELBAKA,2,COMMERCIAL,4,2,1549.0,5.75
BHUPALAPALLY,MULUGU,MULUG,THADVAI,GANGARAM,2,COMMERCIAL,6,4,128.0,8.49
BHUPALAPALLY,MULUGU,MULUG,THADVAI,IMMADIGUDEM,2,COMMERCIAL,2,0,0.0,3.0
BHUPALAPALLY,MULUGU,MULUG,THADVAI,JAMPANAWAI,2,COMMERCIAL,9,8,480.0,11.25
BHUPALAPALLY,MULUGU,MULUG,THADVAI,KALWAPALLI,2,COMMERCIAL,18,14,1921.0,38.47
BHUPALAPALLY,MULUGU,MULUG,THADVAI,KAMARAM,2,COMMERCIAL,5,4,48.0,26.0
HANUMAKONDA,HANAMKONDA/RURAL,HANAMKONDA(R),INAVOL,GUNTURUPALLI,2,COMMERCIAL,2,2,275.0,2.0
HANUMAKONDA,HANAMKONDA/RURAL,HANAMKONDA(R),INAVOL,INOLE,2,COMMERCIAL,245,200,26019.0,411.139
HANUMAKONDA,HANAMKONDA/RURAL,HANAMKONDA(R),INAVOL,KONDAPARTHI,2,COMMERCIAL,106,91,16408.0,186.28
HANUMAKONDA,HANAMKONDA/RURAL,HANAMKONDA(R),INAVOL,MULUKULAGUDEM,2,COMMERCIAL,25,24,3428.0,49.482
HANUMAKONDA,HANAMKONDA/RURAL,HANAMKONDA(R),INAVOL,NANDANAM-II,2,COMMERCIAL,8,6,3133.0,47.0
HANUMAKONDA,HANAMKONDA/RURAL,HANAMKONDA(R),INAVOL,NARSMILAGUDEM,2,COMMERCIAL,9,8,337.0,13.128
HANUMAKONDA,HANAMKONDA/RURAL,HANAMKONDA(R),INAVOL,ONTIMAMIDIPALLY,2,COMMERCIAL,33,31,4338.0,64.71
HANUMAKONDA,HANAMKONDA/RURAL,HANAMKONDA(R),INAVOL,VANAMALA KANPARTHY,2,COMMERCIAL,53,47,4896.0,113.12
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL(RURAL),PULIGILLA,2,COMMERCIAL,42,41,3037.0,76.1
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL(RURAL),RAMAKISTAPUR,2,COMMERCIAL,9,7,556.0,13.65
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL(RURAL),RAYAPARTHI,2,COMMERCIAL,38,34,4986.0,71.78
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL(RURAL),VENKATAPUR,2,COMMERCIAL,10,10,1626.0,25.04
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL(RURAL),VERIKOLE,2,COMMERCIAL,42,37,7325.0,70.65
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,ALIABAD,2,COMMERCIAL,2,2,41.0,2.0
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,ANITHA HOSPITAL,2,COMMERCIAL,94,85,5936.0,111.23
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,AUTO NAGAR(ALLAM CHAI),2,COMMERCIAL,108,91,7128.0,171.628
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,B.C COLONY,2,COMMERCIAL,5,5,326.0,11.0
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,BUDAGAJANGALA COLONY,2,COMMERCIAL,41,37,3914.0,80.95
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,BUS DEPO,2,COMMERCIAL,71,65,6269.0,134.83
ADILABAD,ADILABAD,JAINATH,JAINATH,MANGURLA,2,COMMERCIAL,15,12,409.0,24.353
ADILABAD,ADILABAD,JAINATH,JAINATH,MARIGUDA,2,COMMERCIAL,7,7,715.0,18.9
ADILABAD,ADILABAD,JAINATH,JAINATH,MEDIGUDA,2,COMMERCIAL,10,9,386.0,15.679
ADILABAD,ADILABAD,JAINATH,JAINATH,MEDIGUDA (K),2,COMMERCIAL,33,24,2809.0,65.33
ADILABAD,ADILABAD,JAINATH,JAINATH,MUKTHAPUR,2,COMMERCIAL,2,0,0.0,5.0
ADILABAD,ADILABAD,JAINATH,JAINATH,PARDI (B),2,COMMERCIAL,7,4,188.0,8.99
ADILABAD,ADILABAD,JAINATH,JAINATH,PARDI (K),2,COMMERCIAL,3,3,116.0,3.23
ADILABAD,ADILABAD,JAINATH,JAINATH,PIPPALGOAN,2,COMMERCIAL,5,3,221.0,9.48
ADILABAD,ADILABAD,JAINATH,JAINATH,SATHNALA,2,COMMERCIAL,3,3,43.0,43.0
ADILABAD,ADILABAD,JAINATH,JAINATH,SUNDARGIRI,2,COMMERCIAL,6,5,435.0,19.945
ADILABAD,ADILABAD,JAINATH,JAINATH,UMRI,2,COMMERCIAL,2,2,25.0,5.0
ADILABAD,UTNOOR,UTNOOR,GUDIHATNOOR,BELLURI GUDA,2,COMMERCIAL,1,1,158.0,1.0
ASIFABAD,SIRPUR KAGAZNAGAR,KAGAZNAGAR,DAHEGAOM,BEEBRA,2,COMMERCIAL,24,21,1574.0,33.58
ASIFABAD,SIRPUR KAGAZNAGAR,KAGAZNAGAR,DAHEGAOM,BRAHAMANA CHICHALA,2,COMMERCIAL,9,9,140.0,8.13
